STATION,DATE,LATITUDE,LONGITUDE,ELEVATION,NAME,AWND,AWND_ATTRIBUTES,CDSD,CDSD_ATTRIBUTES,CLDD,CLDD_ATTRIBUTES,DP01,DP01_ATTRIBUTES,DP10,DP10_ATTRIBUTES,DP1X,DP1X_ATTRIBUTES,DSND,DSND_ATTRIBUTES,DSNW,DSNW_ATTRIBUTES,DT00,DT00_ATTRIBUTES,DT32,DT32_ATTRIBUTES,DX32,DX32_ATTRIBUTES,DX70,DX70_ATTRIBUTES,DX90,DX90_ATTRIBUTES,DYFG,DYFG_ATTRIBUTES,DYHF,DYHF_ATTRIBUTES,DYTS,DYTS_ATTRIBUTES,EMNT,EMNT_ATTRIBUTES,EMSD,EMSD_ATTRIBUTES,EMSN,EMSN_ATTRIBUTES,EMXP,EMXP_ATTRIBUTES,EMXT,EMXT_ATTRIBUTES,HDSD,HDSD_ATTRIBUTES,HTDD,HTDD_ATTRIBUTES,PRCP,PRCP_ATTRIBUTES,PSUN,PSUN_ATTRIBUTES,SNOW,SNOW_ATTRIBUTES,TAVG,TAVG_ATTRIBUTES,TMAX,TMAX_ATTRIBUTES,TMIN,TMIN_ATTRIBUTES,TSUN,TSUN_ATTRIBUTES,WDF1,WDF1_ATTRIBUTES,WDF2,WDF2_ATTRIBUTES,WDF5,WDF5_ATTRIBUTES,WDFG,WDFG_ATTRIBUTES,WSF1,WSF1_ATTRIBUTES,WSF2,WSF2_ATTRIBUTES,WSF5,WSF5_ATTRIBUTES,WSFG,WSFG_ATTRIBUTES
USW00012839,2002-10,25.78805,-80.31694,1.4,"MIAMI INTERNATIONAL AIRPORT, FL US",3,",X",2360.6,0,293.8,",0",8,",0",3,",0",0,",0",,,,,0,",0",0,",0",0,",0",31,",0",7,",0",3,,,,,,21.1,",0,17,",,,,,5.8,",,0,31,",33.3,",0,30,",0,0,0,",0",18.4,",,,0",,,,,27.81,",0",31.37,",,,0",24.25,",,,0",0,"2,W",,,230,",X",230,",X",,,,,10.3,",X",12.5,",X",,
USW00012839,2002-11,25.78805,-80.31694,1.4,"MIAMI INTERNATIONAL AIRPORT, FL US",3.2,",X",2510.3,0,149.7,",0",9,",0",4,",0",1,",0",,,,,0,",0",0,",0",0,",0",30,",0",1,",0",7,,1,,,,10,",0,18,",,,,,54.4,",,0,16,",32.8,",0,06,",3.1,0,3.1,",0",95.1,",,,0",,,,,23.22,",0",27.61,",,,0",18.84,",,,0",,,,,290,",X",280,",X",,,,,11.6,",X",17.4,",X",,
USW00012839,2002-12,25.78805,-80.31694,1.4,"MIAMI INTERNATIONAL AIRPORT, FL US",3.7,",X",2618,0,107.7,",0",7,",0",4,",0",1,",0",,,,,0,",0",0,",0",0,",0",28,",0",0,",0",6,,1,,3,,10,",0,16,",,,,,31.8,",,0,10,",30,",0,13,",15,0,11.9,",0",86.2,",,,0",,,,,21.42,",0",25.73,",,,0",17.12,",,,0",0,"2,W",,,100,",X",160,",X",,,,,11.6,",X",14.8,",X",,
USW00012839,2003-01,25.78805,-80.31694,1.4,"MIAMI INTERNATIONAL AIRPORT, FL US",3.1,",X",27.9,0,27.9,",0",5,",0",2,",0",0,",0",,,,,0,",0",0,",0",0,",0",24,",0",0,",0",1,,,,,,2.2,",0,24,",,,,,4.8,",,0,01,",28.9,",0,01,",74.1,0,59.1,",0",10.9,",,,0",,,,,17.32,",0",22.69,",,,0",11.96,",,,0",0,",W",,,340,",X",360,",X",,,,,9.8,",X",13.9,",X",,
USW00012839,2003-02,25.78805,-80.31694,1.4,"MIAMI INTERNATIONAL AIRPORT, FL US",3.3,",X",152.6,0,124.7,",0",4,",0",2,",0",0,",0",,,,,0,",0",0,",0",0,",0",28,",0",0,",0",6,,1,,2,,10.6,",0,02,",,,,,10.7,",,0,23,",30.6,",0,28,+",75.2,0,1.1,",0",21.1,",,,0",,,,,22.75,",0",27.29,",,,0",18.21,",,,0",0,"4,W",,,160,",X",180,",X",,,,,10.3,",X",13.9,",X",,
USW00012839,2003-03,25.78805,-80.31694,1.4,"MIAMI INTERNATIONAL AIRPORT, FL US",3.2,",X",390.7,0,238.1,",0",9,",0",5,",0",2,",0",,,,,0,",0",0,",0",0,",0",30,",0",6,",0",7,,1,,5,,12.2,",0,31,",,,,,50.5,",,0,17,",33.9,",0,22,",78.3,0,3.1,",0",98.9,",,,0",,,,,25.91,",0",30.17,",,,0",21.65,",,,0",0,"1,W",,,260,",X",260,",X",,,,,19.2,",X",22.8,",X",,
USW00012839,2003-04,25.78805,-80.31694,1.4,"MIAMI INTERNATIONAL AIRPORT, FL US",3.9,",X",571.7,0,181,",0",7,",0",2,",0",2,",0",,,,,0,",0",0,",0",0,",0",30,",0",0,",0",2,,,,5,,11.7,",0,01,",,,,,37.1,",,0,26,",31.7,",0,29,+",79.7,0,1.4,",0",73,",,,0",,,,,24.32,",0",28.31,",,,0",20.33,",,,0",0,"5,W",,,220,",X",360,",X",,,,,11.6,",X",15.6,",X",,
USW00012839,2003-05,25.78805,-80.31694,1.4,"MIAMI INTERNATIONAL AIRPORT, FL US",3.3,",X",854.3,0,282.6,",0",17,",0",12,",0",4,",0",,,,,0,",0",0,",0",0,",0",31,",0",5,",0",10,,,,9,,21.1,",0,13,",,,,,61.5,",,0,13,",32.8,",0,31,+",79.7,0,0,",0",280.9,",,,0",,,,,27.45,",0",31.08,",,,0",23.82,",,,0",0,"1,W",,,40,",X",50,",X",,,,,11.2,",X",20.6,",X",,
USW00012839,2003-06,25.78805,-80.31694,1.4,"MIAMI INTERNATIONAL AIRPORT, FL US",3.1,",X",1142.5,0,288.2,",0",20,",0",13,",0",6,",0",,,,,0,",0",0,",0",0,",0",30,",0",6,",0",9,,1,,13,,22.8,",0,22,+",,,,,66,",,0,22,",33.3,",0,01,",79.7,0,0,",0",303.4,",,,0",,,,,27.94,",0",31.26,",,,0",24.62,",,,0",,,,,100,",X",250,",X",,,,,10.3,",X",13.4,",X",,
USW00012839,2003-07,25.78805,-80.31694,1.4,"MIAMI INTERNATIONAL AIRPORT, FL US",3.6,",X",1477.8,0,335.3,",0",12,",0",8,",0",1,",0",,,,,0,",0",0,",0",0,",0",31,",0",21,",0",4,,,,7,,22.8,",0,02,",,,,,118.6,",,0,02,",33.3,",0,29,+",0,0,0,",0",160.4,",,,0",,,,,29.15,",0",32.37,",,,0",25.93,",,,0",0,"2,W",,,260,",X",90,",X",,,,,10.7,",X",13.9,",X",,
USW00012839,2003-08,25.78805,-80.31694,1.4,"MIAMI INTERNATIONAL AIRPORT, FL US",2.8,",X",1789.7,0,311.9,",0",24,",0",17,",0",2,",0",,,,,0,",0",0,",0",0,",0",31,",0",19,",0",10,,1,,20,,22.8,",0,28,+",,,,,52.8,",,0,05,",33.3,",0,10,",0,0,0,",0",245,",,,0",,,,,28.4,",0",31.79,",,,0",25,",,,0",,,,,220,",X",240,",X",,,,,12.5,",X",17,",X",,
USW00012839,2003-09,25.78805,-80.31694,1.4,"MIAMI INTERNATIONAL AIRPORT, FL US",2.7,",X",2077,0,287.3,",0",23,",0",18,",0",4,",0",,,,,0,",0",0,",0",0,",0",30,",0",7,",0",15,,1,,18,,22.8,",0,29,+",,,,,56.1,",,0,29,",33.3,",0,08,",0,0,0,",0",334.6,",,,0",,,,,27.91,",0",31.34,",,,0",24.48,",,,0",0,"1,W",,,130,",W",140,",W",,,,,15.6,",W",19.7,",W",,
USW00012839,2003-10,25.78805,-80.31694,1.4,"MIAMI INTERNATIONAL AIRPORT, FL US",3.3,",X",2346.7,0,269.7,",0",7,",0",4,",0",1,",0",,,,,0,",0",0,",0",0,",0",31,",0",4,",0",5,,2,,2,,21.1,",0,30,",,,,,72.4,",,0,10,",32.8,",0,14,",0,0,0,",0",103.9,",,,0",,,,,27.03,",0",30.39,",,,0",23.68,",,,0",0,",W",,,90,",X",100,",X",,,,,13.4,",X",15.6,",X",,
USW00012839,2003-11,25.78805,-80.31694,1.4,"MIAMI INTERNATIONAL AIRPORT, FL US",3.9,",X",2529.9,0,183.2,",0",10,",0",7,",0",2,",0",,,,,0,",0",0,",0",0,",0",30,",0",0,",0",7,,1,,4,,12.8,",0,30,+",,,,,99.8,",,0,08,",30,",0,19,+",0.6,0,0.6,",0",168.7,",,,0",,,,,24.42,",0",27.91,",,,0",20.93,",,,0",0,"1,W",,,280,",X",270,",X",,,,,11.6,",X",16.5,",X",,
USW00012839,2003-12,25.78805,-80.31694,1.4,"MIAMI INTERNATIONAL AIRPORT, FL US",3.6,",X",2596,0,66.1,",0",3,",0",3,",0",0,",0",,,,,0,",0",0,",0",0,",0",25,",0",0,",0",4,,1,,,,7.8,",0,20,+",,,,,18,",,0,14,",28.9,",0,05,",32.1,0,31.5,",0",31.5,",,,0",,,,,19.45,",0",23.8,",,,0",15.09,",,,0",0,"1,W",,,310,",X",300,",X",,,,,11.6,",X",14.8,",X",,
USW00012839,2004-01,25.78805,-80.31694,1.4,"MIAMI INTERNATIONAL AIRPORT, FL US",3.2,",X",50.8,0,50.8,",0",5,",0",4,",0",1,",0",,,,,0,",0",0,",0",0,",0",29,",0",0,",0",8,,,,1,,9.4,",0,24,+",,,,,25.4,",,0,18,",28.9,",0,27,",52.8,0,20.7,",0",64,",,,0",,,,,19.31,",0",23.99,",,,0",14.62,",,,0",0,"2,W",,,260,",X",260,",X",,,,,12.5,",X",17.9,",X",,
USW00012839,2004-02,25.78805,-80.31694,1.4,"MIAMI INTERNATIONAL AIRPORT, FL US",3.7,",X",156.9,0,106.1,",0",7,",0",3,",0",2,",0",,,,,0,",0",0,",0",0,",0",27,",0",0,",0",7,,1,,1,,9.4,",0,28,",,,,,45.2,",,0,25,",29.4,",0,25,",67,0,14.2,",0",78.3,",,,0",,,,,21.5,",0",25.92,",,,0",17.09,",,,0",0,"2,W",,,190,",X",290,",X",,,,,11.6,",X",15.6,",X",,
USW00012839,2004-03,25.78805,-80.31694,1.4,"MIAMI INTERNATIONAL AIRPORT, FL US",5,",X",290.4,0,133.5,",0",7,",0",4,",0",0,",0",,,,,0,",0",0,",0",0,",0",31,",0",0,",0",7,,,,,,13.3,",0,11,+",,,,,16,",,0,25,",29.4,",0,07,",67.3,0,0.3,",0",38.2,",,,0",,,,,22.63,",0",26.45,",,,0",18.81,",,,0",,,,,80,",X",80,",X",,,,,12.5,",X",15.6,",X",,
USW00012839,2004-04,25.78805,-80.31694,1.4,"MIAMI INTERNATIONAL AIRPORT, FL US",4.4,",X",438.4,0,148,",0",8,",0",6,",0",2,",0",,,,,0,",0",0,",0",0,",0",30,",0",0,",0",7,,1,,3,,12.2,",0,15,+",,,,,40.6,",,0,13,",31.1,",0,08,",67.3,0,0,",0",101.6,",,,0",,,,,23.27,",0",27.59,",,,0",18.94,",,,0",,,,,290,",X",270,",X",,,,,12.5,",X",14.8,",X",,
USW00012839,2004-05,25.78805,-80.31694,1.4,"MIAMI INTERNATIONAL AIRPORT, FL US",5.2,",X",689.9,0,251.5,",0",7,",0",3,",0",1,",0",,,,,0,",0",0,",0",0,",0",31,",0",3,",0",2,,,,1,,20,",0,06,",,,,,52.1,",,0,03,",33.9,",0,31,",67.3,0,0,",0",62.3,",,,0",,,,,26.45,",0",29.76,",,,0",23.13,",,,0",0,"2,W",,,100,",X",90,",X",,,,,11.2,",X",13.4,",X",,
USW00012839,2004-06,25.78805,-80.31694,1.4,"MIAMI INTERNATIONAL AIRPORT, FL US",3.4,",X",1006,0,316.1,",0",13,",0",9,",0",3,",0",,,,,0,",0",0,",0",0,",0",30,",0",25,",0",6,,,,10,,22.8,",0,29,+",,,,,44.7,",,0,07,",33.9,",0,28,+",67.3,0,0,",0",172.5,",,,0",,,,,28.87,",0",32.54,",,,0",25.2,",,,0",,,,,210,",X",240,",X",,,,,13,",X",17,",X",,
USW00012839,2004-07,25.78805,-80.31694,1.4,"MIAMI INTERNATIONAL AIRPORT, FL US",2.8,",X",1339.1,0,333.1,",0",16,",0",13,",0",1,",0",,,,,0,",0",0,",0",0,",0",31,",0",24,",0",7,,,,13,,22.8,",0,28,",,,,,54.6,",,0,28,",35,",0,07,",0,0,0,",0",171.2,",,,0",,,,,29.08,",0",32.94,",,,0",25.22,",,,0",,,,,200,",X",210,",X",,,,,13.4,",X",17.9,",X",,
USW00012839,2004-08,25.78805,-80.31694,1.4,"MIAMI INTERNATIONAL AIRPORT, FL US",2.7,",X",1663.1,0,324,",0",18,",0",14,",0",3,",0",,,,,0,",0",0,",0",0,",0",31,",0",22,",0",10,,,,13,,22.8,",0,03,+",,,,,63.2,",,0,01,",33.9,",0,31,+",0,0,0,",0",256.2,",,,0",,,,,28.78,",0",32.55,",,,0",25.02,",,,0",0,",W",,,160,",X",150,",X",,,,,13.4,",X",17.4,",X",,
USW00012839,2004-09,25.78805,-80.31694,1.4,"MIAMI INTERNATIONAL AIRPORT, FL US",4.8,",X",1955.9,0,292.8,",0",19,",0",13,",0",4,",0",,,,,0,",0",0,",0",0,",0",30,",0",10,",0",12,,,,7,,23.3,",0,21,+",,,,,62,",,0,05,",33.3,",0,03,+",0,0,0,",0",276.5,",,,0",,,,,28.09,",0",31.1,",,,0",25.09,",,,0",,,,,270,",X",280,",X",,,,,16.1,",X",22.8,",X",,
USW00012839,2004-10,25.78805,-80.31694,1.4,"MIAMI INTERNATIONAL AIRPORT, FL US",3.7,",X",2200.5,0,244.6,",0",14,",0",9,",0",2,",0",,,,,0,",0",0,",0",0,",0",31,",0",0,",0",9,,,,4,,18.3,",0,17,+",,,,,38.4,",,0,15,",31.1,",0,20,+",0,0,0,",0",140.7,",,,0",,,,,26.22,",0",29.62,",,,0",22.83,",,,0",,,,,80,",X",60,",X",,,,,13,",X",16.5,",X",,
USW00012839,2004-11,25.78805,-80.31694,1.4,"MIAMI INTERNATIONAL AIRPORT, FL US",3.9,",X",2369,0,168.5,",0",7,",0",1,",0",0,",0",,,,,0,",0",0,",0",0,",0",30,",0",0,",0",2,,,,,,14.4,",0,26,",,,,,3,",,0,14,",30,",0,05,",0,0,0,",0",8.7,",,,0",,,,,23.95,",0",27.5,",,,0",20.4,",,,0",,,,,50,",X",50,",X",,,,,11.2,",X",14.8,",X",,
USW00012839,2004-12,25.78805,-80.31694,1.4,"MIAMI INTERNATIONAL AIRPORT, FL US",3.7,",X",2456.9,0,87.9,",0",5,",0",3,",0",0,",0",,,,,0,",0",0,",0",0,",0",27,",0",0,",0",7,,,,,,7.8,",0,15,",,,,,5.6,",,0,30,",28.9,",0,10,",23.8,0,23.8,",0",13.1,",,,0",,,,,20.4,",0",24.47,",,,0",16.33,",,,0",,,,,270,",X",270,",X",,,,,12.5,",X",16.1,",X",,
USW00012839,2005-01,25.78805,-80.31694,1.4,"MIAMI INTERNATIONAL AIRPORT, FL US",3.9,",X",77,0,77,",0",5,",0",3,",0",1,",0",,,,,0,",0",0,",0",0,",0",27,",0",0,",0",5,,,,,,6.1,",0,24,",,,,,28.7,",,0,14,",26.7,",0,14,+",49.6,0,25.8,",0",48.8,",,,0",,,,,19.99,",0",24.2,",,,0",15.77,",,,0",0,"4,W",,,80,",X",130,",X",,,,,10.3,",X",13.9,",X",,
USW00012839,2005-02,25.78805,-80.31694,1.4,"MIAMI INTERNATIONAL AIRPORT, FL US",3.3,",X",147.3,0,70.3,",0",6,",0",2,",0",0,",0",,,,,0,",0",0,",0",0,",0",26,",0",0,",0",4,,,,,,7.8,",0,12,",,,,,11.2,",,0,24,",28.3,",0,25,",64.3,0,14.7,",0",15.9,",,,0",,,,,20.32,",0",24.7,",,,0",15.94,",,,0",,,,,200,",X",200,",X",,,,,12.5,",X",16.5,",X",,
USW00012839,2005-03,25.78805,-80.31694,1.4,"MIAMI INTERNATIONAL AIRPORT, FL US",3.6,",X",263.8,0,116.5,",0",7,",0",5,",0",2,",0",,,,,0,",0",0,",0",0,",0",28,",0",1,",0",8,,,,2,,10.6,",0,06,",,,,,41.4,",,0,17,",32.2,",0,23,",73.8,0,9.5,",0",100.9,",,,0",,,,,21.79,",0",26.24,",,,0",17.33,",,,0",,,,,190,",X",200,",X",,,,,13.9,",X",16.5,",X",,
USW00012839,2005-04,25.78805,-80.31694,1.4,"MIAMI INTERNATIONAL AIRPORT, FL US",4.2,",X",406.6,0,142.8,",0",4,",0",2,",0",1,",0",,,,,0,",0",0,",0",0,",0",30,",0",0,",0",3,,,,1,,13.9,",0,25,+",,,,,73.4,",,0,08,",31.7,",0,27,",73.8,0,0,",0",83.1,",,,0",,,,,23.09,",0",27.55,",,,0",18.63,",,,0",,,,,250,",X",270,",X",,,,,11.6,",X",18.3,",X",,
USW00012839,2005-05,25.78805,-80.31694,1.4,"MIAMI INTERNATIONAL AIRPORT, FL US",3.8,",X",650.4,0,243.8,",0",12,",0",10,",0",2,",0",,,,,0,",0",0,",0",0,",0",31,",0",9,",0",9,,1,,8,,18.3,",0,07,",,,,,73.2,",,0,03,",33.9,",0,25,",73.8,0,0,",0",189.9,",,,0",,,,,26.2,",0",30.14,",,,0",22.26,",,,0",,,,,190,",X",140,",X",,,,,13.4,",X",16.5,",X",,
USW00012839,2005-06,25.78805,-80.31694,1.4,"MIAMI INTERNATIONAL AIRPORT, FL US",3.4,",X",921.9,0,271.5,",0",23,",0",21,",0",5,",0",,,,,0,",0",0,",0",0,",0",30,",0",3,",0",18,,,,14,,21.7,",0,20,+",,,,,116.8,",,0,20,",34.4,",0,16,",73.8,0,0,",0",446.9,",,,0",,,,,27.38,",0",30.86,",,,0",23.9,",,,0",,,,,90,",X",120,",X",,,,,14.8,",X",19.7,",X",,
USW00012839,2005-07,25.78805,-80.31694,1.4,"MIAMI INTERNATIONAL AIRPORT, FL US",3.9,",X",1268.7,0,346.8,",0",14,",0",8,",0",1,",0",,,,,0,",0",0,",0",0,",0",31,",0",27,",0",6,,,,11,,23.3,",0,09,+",,,,,36.3,",,0,09,",35,",0,28,+",0,0,0,",0",127,",,,0",,,,,29.52,",0",33.02,",,,0",26.02,",,,0",,,,,100,",X",120,",X",,,,,18.3,",X",22.8,",X",,
USW00012839,2005-08,25.78805,-80.31694,1.4,"MIAMI INTERNATIONAL AIRPORT, FL US",3.2,",X",1616.7,0,348,",0",18,",0",10,",0",2,",0",,,,,0,",0",0,",0",0,",0",31,",0",27,",0",7,,,,15,,22.8,",0,06,",,,,,106.2,",,0,25,",35,",0,04,",0,0,0,",0",235.5,",,,0",,,,,29.56,",0",33.24,",,,0",25.88,",,,0",,,,,130,",X",120,",X",,,,,26.8,",X",34.9,",X",,
USW00012839,2005-09,25.78805,-80.31694,1.4,"MIAMI INTERNATIONAL AIRPORT, FL US",3.5,",X",1919.3,0,302.6,",0",17,",0",12,",0",2,",0",,,,,0,",0",0,",0",0,",0",30,",0",16,",0",12,,,,8,,21.1,",0,27,",,,,,78,",,0,27,",33.9,",0,09,+",0,0,0,",0",251.9,",,,0",,,,,28.42,",0",32.01,",,,0",24.83,",,,0",,,,,90,",X",90,",X",,,,,18.3,",X",21.9,",X",,
USW00012839,2005-10,25.78805,-80.31694,1.4,"MIAMI INTERNATIONAL AIRPORT, FL US",4.1,",X",2166.5,0,247.2,",0",14,",0",11,",0",0,",0",,,,,0,",0",0,",0",0,",0",31,",0",4,",0",9,,,,2,,13.3,",0,26,",,,,,22.6,",,0,02,",33.3,",0,10,",0.3,0,0.3,",0",139.3,",,,0",,,,,26.3,",0",29.49,",,,0",23.11,",,,0",,,,,150,",X",150,",X",,,,,30.8,",X",41.1,",X",,
USW00012839,2005-11,25.78805,-80.31694,1.4,"MIAMI INTERNATIONAL AIRPORT, FL US",3.8,",X",2342,0,175.5,",0",10,",0",5,",0",1,",0",,,,,0,",0",0,",0",0,",0",29,",0",0,",0",3,,,,,,11.1,",0,24,",,,,,25.4,",,0,29,",29.4,",0,16,+",1.4,0,1.1,",0",68.7,",,,0",,,,,24.15,",0",27.55,",,,0",20.75,",,,0",,,,,80,",X",80,",X",,,,,10.7,",X",13,",X",,
USW00012839,2005-12,25.78805,-80.31694,1.4,"MIAMI INTERNATIONAL AIRPORT, FL US",3.2,",X",2428.2,0,86.2,",0",7,",0",4,",0",0,",0",,,,,0,",0",0,",0",0,",0",27,",0",0,",0",8,,3,,,,10,",0,27,",,,,,8.6,",,0,07,",28.9,",0,18,",13,0,11.6,",0",25.4,",,,0",,,,,20.74,",0",24.87,",,,0",16.6,",,,0",,,,,240,",X",60,",X",,,,,10.3,",X",13.4,",X",,
USW00012839,2006-01,25.78805,-80.31694,1.4,"MIAMI INTERNATIONAL AIRPORT, FL US",4.3,",W",92.8,0,92.8,",0",5,",0",1,",0",0,",0",,,,,0,",0",0,",0",0,",0",27,",0",0,",0",6,,,,1,,7.8,",0,08,",,,,,6.1,",,0,30,",28.3,",0,03,",32.7,0,19.7,",0",8.2,",,,0",,,,,20.69,",0",24.59,",,,0",16.79,",,,0",,,,,90,",X",290,",X",,,,,13,",X",16.5,",X",,
USW00012839,2006-02,25.78805,-80.31694,1.4,"MIAMI INTERNATIONAL AIRPORT, FL US",3.4,",W",158.9,0,66.1,",0",4,",0",3,",0",1,",0",,,,,0,",0",0,",0",0,",0",24,",0",0,",0",7,,,,2,,6.7,",0,14,",,,,,67.1,",,0,04,",28.9,",0,24,+",59.7,0,27,",0",88.2,",,,0",,,,,19.73,",0",24.54,",,,0",14.92,",,,0",,,,,300,",X",290,",X",,,,,11.2,",X",16.1,",X",,
USW00012839,2006-03,25.78805,-80.31694,1.4,"MIAMI INTERNATIONAL AIRPORT, FL US",4.1,",W",284.8,0,125.9,",0",2,",0",1,",0",1,",0",,,,,0,",0",0,",0",0,",0",31,",0",1,",0",3,,,,1,,11.1,",0,26,",,,,,26.9,",,0,23,",32.2,",0,22,",64.1,0,4.4,",0",27.9,",,,0",,,,,22.25,",0",26.56,",,,0",17.94,",,,0",,,,,120,",X",120,",X",,,,,9.8,",X",13,",X",,
USW00012839,2006-04,25.78805,-80.31694,1.4,"MIAMI INTERNATIONAL AIRPORT, FL US",3.9,",W",488.9,0,204.1,",0",4,",0",1,",0",0,",0",,,,,0,",0",0,",0",0,",0",30,",0",3,",0",3,,,,3,,17.8,",0,06,",,,,,2.8,",,0,10,",33.3,",0,27,",64.1,0,0,",0",5.9,",,,0",,,,,25.14,",0",29.38,",,,0",20.89,",,,0",,,,,80,",X",80,",X",,,,,11.6,",X",14.8,",X",,
USW00012839,2006-05,25.78805,-80.31694,1.4,"MIAMI INTERNATIONAL AIRPORT, FL US",3.1,",W",737.2,0,248.3,",0",9,",0",6,",0",4,",0",,,,,0,",0",0,",0",0,",0",31,",0",9,",0",7,,1,,4,,18.9,",0,01,",,,,,103.4,",,0,15,",33.3,",0,10,+",64.1,0,0,",0",219.1,",,,0",,,,,26.34,",0",30.83,",,,0",21.86,",,,0",,,,,70,",X",80,",X",,,,,14.3,",X",18.3,",X",,
USW00012839,2006-06,25.78805,-80.31694,1.4,"MIAMI INTERNATIONAL AIRPORT, FL US",3.3,",W",1032.8,0,295.6,",0",16,",0",10,",0",2,",0",,,,,0,",0",0,",0",0,",0",30,",0",14,",0",7,,,,11,,21.7,",0,04,",,,,,48,",,0,04,",33.9,",0,15,+",64.1,0,0,",0",179.2,",,,0",,,,,28.19,",0",31.63,",,,0",24.74,",,,0",,,,,40,",X",50,",X",,,,,13.9,",X",17.9,",X",,
USW00012839,2006-07,25.78805,-80.31694,1.4,"MIAMI INTERNATIONAL AIRPORT, FL US",3.4,",W",1342.4,0,309.6,",0",19,",0",14,",0",2,",0",,,,,0,",0",0,",0",0,",0",31,",0",12,",0",12,,,,14,,22.8,",0,20,+",,,,,43.7,",,0,20,",33.3,",0,28,+",0,0,0,",0",186,",,,0",,,,,28.32,",0",31.7,",,,0",24.95,",,,0",,,,,110,",X",100,",X",,,,,14.3,",X",17.9,",X",,
USW00012839,2006-08,25.78805,-80.31694,1.4,"MIAMI INTERNATIONAL AIRPORT, FL US",3.2,",W",1666.1,0,323.7,",0",18,",0",16,",0",5,",0",,,,,0,",0",0,",0",0,",0",31,",0",23,",0",14,,1,,14,,21.1,",0,08,",,,,,67.8,",,0,26,",35.6,",0,13,",0,0,0,",0",328.9,",,,0",,,,,28.78,",0",32.44,",,,0",25.12,",,,0",,,,,80,",X",190,",X",,,,,13.9,",X",20.1,",X",,
USW00012839,2006-09,25.78805,-80.31694,1.4,"MIAMI INTERNATIONAL AIRPORT, FL US",2.6,",W",1962.3,0,296.2,",0",16,",0",14,",0",5,",0",,,,,0,",0",0,",0",0,",0",30,",0",14,",0",13,,2,,11,,22.8,",0,06,+",,,,,117.6,",,0,06,",35,",0,01,",0,0,0,",0",424.9,",,,0",,,,,28.21,",0",31.84,",,,0",24.57,",,,0",,,,,290,",X",100,",X",,,,,9.8,",X",13,",X",,
USW00012839,2006-10,25.78805,-80.31694,1.4,"MIAMI INTERNATIONAL AIRPORT, FL US",3.4,",W",2222.8,0,260.5,",0",8,",0",4,",0",0,",0",,,,,0,",0",0,",0",0,",0",31,",0",6,",0",3,,,,,,15.6,",0,24,",,,,,18,",,0,12,",32.8,",0,23,+",0,0,0,",0",41.9,",,,0",,,,,26.74,",0",30.56,",,,0",22.91,",,,0",,,,,90,",X",230,",X",,,,,10.3,",X",13,",X",,
USW00012839,2006-11,25.78805,-80.31694,1.4,"MIAMI INTERNATIONAL AIRPORT, FL US",3.7,",W",2368.9,0,146.1,",0",6,",0",3,",0",0,",0",,,,,0,",0",0,",0",0,",0",28,",0",0,",0",3,,,,1,,7.2,",0,22,",,,,,23.9,",,0,16,",30.6,",0,01,",13.1,0,13.1,",0",41.6,",,,0",,,,,22.77,",0",26.49,",,,0",19.04,",,,0",,,,,170,",X",160,",X",,,,,13,",X",17.9,",X",,
USW00012839,2006-12,25.78805,-80.31694,1.4,"MIAMI INTERNATIONAL AIRPORT, FL US",4.4,",W",2533,0,164.1,",0",11,",0",5,",0",0,",0",,,,,0,",0",0,",0",0,",0",30,",0",0,",0",5,,,,,,13.3,",0,28,+",,,,,22.9,",,0,19,",28.9,",0,23,+",14.8,0,1.7,",0",79.2,",,,0",,,,,23.57,",0",26.5,",,,0",20.65,",,,0",,,,,100,",X",80,",X",,,,,11.2,",X",13.9,",X",,
USW00012839,2007-01,25.78805,-80.31694,1.4,"MIAMI INTERNATIONAL AIRPORT, FL US",3.9,",W",136.4,0,136.4,",0",9,",0",3,",0",0,",0",,,,,0,",0",0,",0",0,",0",30,",0",0,",0",5,,,,1,,10.6,",0,30,",,,,,3.6,",,0,08,",29.4,",0,23,",21.8,0,7,",0",13.9,",,,0",,,,,22.51,",0",26.29,",,,0",18.73,",,,0",,,,,80,",X",130,",X",,,,,11.2,",X",13.4,",X",,
USW00012839,2007-02,25.78805,-80.31694,1.4,"MIAMI INTERNATIONAL AIRPORT, FL US",3.4,",W",223.9,0,87.5,",0",8,",0",4,",0",0,",0",,,,,0,",0",0,",0",0,",0",24,",0",0,",0",9,,,,1,,5.6,",0,19,",,,,,23.4,",,0,04,",30.6,",0,02,",43.5,0,21.7,",0",54.3,",,,0",,,,,20.68,",0",25.11,",,,0",16.26,",,,0",,,,,200,",X",290,",X",,,,,10.7,",X",13.9,",X",,
USW00012839,2007-03,25.78805,-80.31694,1.4,"MIAMI INTERNATIONAL AIRPORT, FL US",4.9,",W",377.2,0,153.3,",0",6,",0",2,",0",1,",0",,,,,0,",0",0,",0",0,",0",31,",0",1,",0",5,,1,,1,,11.7,",0,18,",,,,,44.7,",,0,16,",32.2,",0,03,",43.8,0,0.3,",0",68.6,",,,0",,,,,23.27,",0",27.01,",,,0",19.53,",,,0",,,,,80,",X",80,",X",,,,,12.5,",X",14.3,",X",,
